SKU unidad negocio,Codigo regional,Descripcion,EAN,Proveedor,Equipo,PM asociado,Trazabilidad levantamiento,Etapa
1964371,OI24WMSP02B4,OI24 PX3 CALCETIN MJ MC LISO CALIDO,False,PEPWING TEXTILE IMP.&EXP. CO.LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968242,OI24HOPO01-B7,OI24 POLERA HOMBRE MC CV LISA LT BLUE,False,STITCH (BD) KNITWEAR,VESTUARIO,Paula Molina,False,No completado - Nuevo
1964369,OI24WMSP02B2,OI24 PX3 CALCETIN MJ MC LISO GREY,False,PEPWING TEXTILE IMP.&EXP. CO.LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1964365,OI24MNSP08K2,OI24 PX2 CALC H MC MODA +SOBRE DDP ANIMA,False,PEPWING TEXTILE IMP.&EXP. CO.LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1964376,OI24WMSP02B4-SISA,OI24 PX3 CALCETIN MJ MC LISO SS CALIDO,False,PEPWING TEXTILE IMP.&EXP. CO.LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1964379,OI24WMSP03B2,OI24 PX3 CALCETIN MJ MC PRNT HEARTS,False,PEPWING TEXTILE IMP.&EXP. CO.LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1967556,OI24KGPL01-B3,OI24 POLERON NINA FZ BASICO AQUA,False,"ANHUI KNITEX CO., LTD",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968258,OI24HOJE02-B2,OI24 JEANS H BSIC LAVADO SLIM BLACKDENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Paula Molina,False,No completado - Nuevo
1964394,OI24BUME01B2,OI24 PX3 CALCETIN BEBE MC ESTRIADITO PNK,False,"SHANDONG BAIYI TEXTILES CO., LTD",VESTUARIO,Paula Molina,False,No completado - Nuevo
1964388,OI24WMSP03B5-SISA,OI24 PX3 CALCETIN MJ MC PRNT SS FLOWERS,False,PEPWING TEXTILE IMP.&EXP. CO.LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1967538,OI24JBJE01-B1,OI24 JEANS JB KNIT DENIM REGULAR DENIM,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1966305,OI24WMCU01B3-SISA,OI24 PANTALETA MUJER MICROFIBRA SS BEIGE,False,GUANGDONG PENGSHENG GARMENT INDUSTR,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1968264,O24HOPK01-B2,O24 PARKA HOMBRE SM NYLON NAVY,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968260,O24HOPA05-K1,O24 JEANS HOMBRE KNIT BLUE,False,PASTEL APPARELS LIMITED,VESTUARIO,Paula Molina,False,No completado - Nuevo
1966401,OI24JGCZ02B-SISA,OI24 PX2 CALZONES NINA JR SS PRNT ASSORT,False,"XIAMEN HONESTY INDUSTRIAL CO,LTD",VESTUARIO,Daniela Walters,False,No completado - Nuevo
1967575,OI24KGPO02-B1,OI24 POLERA NINA ML RIB AOP LILA,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1966253,OI24WMBI01B4,OI24 BIKINI MUJER MICROF LT GRAY MELANGE,False,GUANGDONG PENGSHENG GARMENT INDUSTR,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966247,OI24MNSL02B1-SISA,OI24 PX2 SLIPS HOMBRE PRINT SISA BLACK,False,ZAOZHUANG MEILIYA KNITTING & CLOTHI,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966381,OI24WMTG01B1,OI24 COLALESS MUJER MICROFIBRA WHITE,False,GUANGDONG PENGSHENG GARMENT INDUSTR,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1967562,OI24KGPL06-B3,OI24 POLERON NINA CERRADO AOP LILA,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1966249,OI24MNSL04B,OI24 PX5 SLIPS HOMBRE MIX,False,ZAOZHUANG MEILIYA KNITTING & CLOTHI,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966410,OI24JGSO05B1,OI24 SOSTEN NINA JR COTTON COPA A WHITE,False,GUANGDONG PENGSHENG GARMENT INDUSTR,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966407,OI24JGSO01B-SISA,OI24 PETO NNA JR SEAMLESS SS DOT HEARTS,False,BRENDISOL TRADING SA,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966280,OI24WMBI34K2,OI24 BIKINI MUJ PRNT MICROF Y ENCAJ ZEBR,False,GUANGDONG PENGSHENG GARMENT INDUSTR,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966398,OI24JGCJ02B2,OI24 CONJ SOST+CALZ NINA JR PRET LSO LLA,False,ZAOZHUANG MEILIYA KNITTING & CLOTHI,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1967500,O24KBPK02-B1,OI24 PARKA SM NINO LISA INDIGO,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1966270,OI24WMBI06B2,OI24 BIKINI MUJER CLASICA COTTON BEIGE,False,ZAOZHUANG MEILIYA KNITTING & CLOTHI,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1968064,CB0004ST99-2027,BATERIA DE COCINA 4 PIEZAS FCA,False,MULTIFLON REVESTIMENTOS ANT LTDA,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1968059,CB2000EOI24-C9-6,SET 3 CLIPS ORGANIZACION P.6.,False,"PARKROSE GROUP, S.L.",False,False,False,No completado - Nuevo
1967497,O24KBPL09-K2,OI24 POLERON NINO GORRO AB YARN NAVY,False,"ANHUI KNITEX CO., LTD",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1967488,OI24KBSC01-K1,OI24 SOBRECAMISA NINO CUADRILLE GREY MEL,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968078,MC0988OI24-06,YOGHURT TO GO KIDS,False,"NINGBO FUTURE HOUSEWARE CO.,LTD.",False,False,False,No completado - Nuevo
1968071,CB0183OI24-IN-0009,BOTELLA + CONTENEDOR KIDS BTS,False,"NINGBO FUTURE HOUSEWARE CO.,LTD.",False,False,False,No completado - Nuevo
1964392,OI24WMPY05B3,OI24 PANTY MUJER COTTON POLYAMIDE LUREX,False,PEPWING TEXTILE IMP.&EXP. CO.LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1966338,OI24WMSO06B1,OI24 SOSTEN MJ SEAMLES T.ANCHO PADD WHIT,False,GUANGDONG PENGSHENG GARMENT INDUSTR,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966337,OI24WMSO05B2,OI24 SOSTEN SEAMLESS STRAPLESS MJ BLACK,False,GUANGDONG PENGSHENG GARMENT INDUSTR,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1967524,OI24KBPA09-K1,OI24 PANT NINO TWILL CARGO DIRTY LT BLUE,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1967669,O24JGPA02-K2,OI24 PANTALON JG CARGO MILITAR,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968074,MB0989TT99-IN-006,SET 4 BOMBILLAS CUCHARA KIDS,False,"NINGBO HOZ TRADING CO.,LTD",False,False,False,No completado - Nuevo
1968086,MB0989TT99-K-100-7,SET 4 PLATOS BAMBU COLOR KIDS,False,WIN KO (HONG KONG) COMPANY LIMITED,False,False,False,No completado - Nuevo
1968080,MC0988TT99-IN-1313,MUG-POCILLO KIDS AUTOS D.S.,False,KINGLAND PRODUCTS LIMITED,False,False,False,No completado - Nuevo
1965005,CB2000EOI24-P3-BTS-2,CONTENEDOR DE SANDWICH BTS OI24,False,"NINGBO HOZ TRADING CO.,LTD",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1965017,CB2000E-OI24-FLIP-C1,CONTENEDOR FLIP 520ML,False,FREE-FREE INDUSTRIAL CORP.,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967613,OI24KGPO01-B1,OI24 POLERA NINA ML GLITTER ICE,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968112,MB6016AA99-024-01,PACK 4 POSAVASOS MODA A24,False,TEXVISTA INTERNATIONAL PTE LTD,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1968362,O24HOPL02-K1,O24 POLERON HOMBRE HOODIE BEIGE,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Paula Molina,False,No completado - Nuevo
1967658,OI24KGCA02-DE1,OI24 CALZA NINA DEP AOP MALVA,False,BSM ENTERPRISE LTD.,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968353,OI24HOPB12- B1,OI24 JOGGER HOMB BASICO LISO BLACK DENIM,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968339,OI24HOJE01-B1,OI24 JEANS H BASICO 5 BOLSILLOS DARKBLUE,False,PASTEL APPARELS LIMITED,VESTUARIO,Paula Molina,False,No completado - Nuevo
1967643,O24JGPK01-K1,OI24 PARKA PUFFA JG SM BLACK,False,"XIAMEN KINGLAND CO., LTD",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1967598,OI24KGCA08-B2,OI24 CALZA NINA LOOK DENIM DARK GREY,False,"YIWU RICHWAY IMPORT & EXPORT CO.,",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968348,OI24HOPA03-B2,OI24 PANTALON HOMBRE 5 BOLSILLOS BLACK,False,PASTEL APPARELS LIMITED,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968369,O24HOPL25-K2,O24 POLERON PAISAJE 3 GRAPHITE,False,NINGBO CHINA-BASE LANDHAU FOREIGN,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968382,OI24HOPO27-B1,OI24 POLERA H MC CASUAL MINIPRINT PURPLE,False,TEX-SCHOLAR CO. LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1967581,O24KGPO08-K1,OI23 POLERA NINA ML FOIL MENTA,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1967618,OI24KGPO05-B2,OI24 POLERA NINA ML GLITTER NAVY,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968316,OI24HOPO66-K2,OI24 POLERA HOMBRE MC BLSILL FLCK TERRAC,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968322,OI24HOCH01-B3,OI24 SWEATER HOMBRE ML CV LISO BEIGE,False,APPAREL PROMOTERS LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1967609,O24KGPO06-K1,OI24 POLERA NINA ML CUELLO BOBO MARSHMAL,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968136,MB5004AA99-004-24,BOWL BEIGE PUNTITOS AA24,False,"BETTERWAY INTERNATIONAL CO., LTD.",NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1968123,MB5001DTT99-05,BOL RUSTIQUE,False,KINGLAND PRODUCTS LIMITED,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1968144,MB0743TT99-0005,SALERO+PIMENTERO VIDRIO ACERO TT,False,SINOGLASS HOUSEWARES CO. LTD..,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967602,OI24KGCA02-BSISA4,OI24 CALZA NINA UNITARIA SISA FLORES,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968340,OI24HOJE01-B2,OI24 JEANS HOMB BASICO 5 BOLSILLOS BLACK,False,PASTEL APPARELS LIMITED,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968091,CB0478OI24-L002-01,PACK 2 PZ GUANTE + TOMA L2 TRA,False,TEXVISTA INTERNATIONAL PTE LTD,NON FOOD,Paulina Veliz Kushner,False,No completado - Nuevo
1968320,OI24HOCH01-B1,OI24 SWEATER HOMBRE ML CV LISO BOURDEAUX,False,APPAREL PROMOTERS LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968318,O24HOPO70-K1,O24 POLERA HOMBRE MC RAYAS JUVENIL ARMY,False,STITCH (BD) KNITWEAR,VESTUARIO,Paula Molina,False,No completado - Nuevo
1964288,CB2000E-OI24-BTSJ-C7,BOLSA ANTIBACTERIAL SANDWICH JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964342,CB2000EOI24-REGJ-C10,BOWL DE PISTACHOS JOIE,False,MURRAY SALES INC,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1964980,CB2027TT99-024-01,ORGANIZADOR UTENSILIOS METALICO TT,False,HOPEFUL ENTERPRISE LTD,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964292,CB2000EOI24-BTSJ-C11,CONTENEDOR YOGHURT JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964293,CB2000EOI24-BTSJ-C12,SET 3 CONDIMENTEROS ACERO JOIE,False,MURRAY SALES INC,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1964296,CB2000EOI24-BTSJ-C15,SET 3 CONDIMENTEROS JOIE,False,MURRAY SALES INC,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1964295,CB2000EOI24-BTSJ-C14,SET 6 BOLSAS PEVA JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964298,CB2000E-OI24-GADJ-C2,CONTENEDOR TORTILLAS JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964994,CB2057OI24-P1-BTS-C3,HERMETICO CUADRADO 600ML BTS.,False,"SHANGHAI FENGBOJU INT L CO.,LTD.",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964304,CB2000E-OI24-GADJ-C8,COLADOR PARA OLLAS JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964357,CB2000EOI24-REGJ-C25,INFUSOR DE TE MIEL JOIE,False,MURRAY SALES INC,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1964312,CB2000EOI24-GADJ-C16,CONTENEDOR CEBOLLA JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964997,CB2057OI24-P2-BTS-C3,PACK 3 CONTENEDORES CLIP BTS,False,"NINGBO HOZ TRADING CO.,LTD",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964251,CB6190TT99-001-02,ORGANIZADOR CLEAR FRESH 2.8L,False,MARTIPLAST INDUSTRIA E COMERCIO DE,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964254,CB2027TT99-003,ORGANIZADOR DE ESTANTE RECTANGULAR LEVEL,False,MARTIPLAST INDUSTRIA E COMERCIO DE,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964256,CB6147TT99-005,CONJUNTO ORGANIZADOR HERMETICO BLOCK 6 P,False,MARTIPLAST INDUSTRIA E COMERCIO DE,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967635,O24KGPK02-BCO1,OI24 PARKA SM NINA LISA COL GLASS,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1967634,O24KGPK02-B2,OI24 PARKA SM NINA LISA BLUSH 1,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1964323,CB2000EOI24-GADJ-C27,DESGRANADOR CHOCLO JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964960,CB6218TT99-001-01,RAMEKIN CERAMICA B,False,UNSA MADENCILIK TURIZM ENERJI SERA,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964965,CB0054TT99-2361,MUG ACERO DISENO 350 ML,False,CMP ASIA LIMITED,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967628,O24KGPL01-K3,OI24 POLERON NINA LENTEJUELAS AQUA,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1967623,O24KGCH00-B2,OI24 CHALECO NINA CHENILLE BLUSH 2,False,SHANG HONG INTERNATIONAL(HONGKONG),VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1964330,CB2000EOI24-GADJ-C34,TAZAS MEDIDORAS COLOR JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964972,CB0183TT99-9003,CANISTER TAPA TRANSPARENTE 2.5L,False,SOLMAZER DIS TICARET VE MAKINA SAN,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967223,MB6011OI24-002-01,INDIVIDUAL PVC DISENOS NEUTRAL CONT 3C S,False,"GRANDEE TRADING CO., LTD",NON FOOD,Paulina Veliz Kushner,False,No completado - Nuevo
1967220,CB6002OI24-133-01,PANO VELOUR 40X60CM DISENO SURTD,False,"ANHUI BEAUTEX CO, LTD",NON FOOD,Paulina Veliz Kushner,False,No completado - Nuevo
1967112,CB0022ST99-8000,LECHERO 10CM COLOR RECUB CERAMICA,False,"ZHEJIANG PAK SHING COOKWARE CO.,LTD",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1966233,OI24MNBX04B3,OI24 PX2 BOXER HOM COTT ELAST PRNT GEOME,False,ZAOZHUANG MEILIYA KNITTING & CLOTHI,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1964694,O24MJPL05-B4,O24 POLERON MUJER BASICO LISO CR E2 PINK,False,NINGBO CHINA-BASE LANDHAU FOREIGN,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1964695,O24MJPL27-B1,O24 POLERON MUJER CROP RAYAS IVORY BLACK,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1964697,O24MJPL27-B3,O24 POLERON MUJER CROP RAYAS IVORY LAVEN,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1966222,OI24MNBX02B2,OI24 PX3 BOXER HOMBRE PRINT GEOMETRIC,False,ZAOZHUANG MEILIYA KNITTING & CLOTHI,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966178,OI24MNPJ08B1,OI24 PIJ 2PZAS HOM ML PTO+PL FRANEL WINE,False,QINGDAO BEAUTY U TEXTILE Y GARMEN,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1964704,O24MJCA01-B2SISA,O24 LEGGINS MUJER BAS LISA E2 SISA NAVY,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1967135,CB0157TT99-15003,FUENTE PORCELANA RECT 2.15L ST,False,KINGLAND PRODUCTS LIMITED,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967133,CB0157TT99-15000,FUENTE PORCELANA CUAD 950ML TT,False,KINGLAND PRODUCTS LIMITED,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967138,CB0054OI24-2003,MUG-POCILLO TERMICO 350 ML COLOR,False,CMP ASIA LIMITED,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1966183,OI24MNPJ12K,OI24 PIJ 2PZ H ML+PL PANAD PTO-FRAN ASSO,False,QINGDAO BEAUTY U TEXTILE Y GARMEN,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966191,OI24WMPJ09B3,OI24 PIJ HOSP MUJER ML+PL FRANELA FLORAL,False,"ZHAOYUAN CASTTE GARMENT CO.,LTD",VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966193,OI24WMPJ26K2,OI24 PIJAMA MUJER ML+PL MODA ICE,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1964654,O24MJPO01-B1,O24 POLERA MUJER PABILO MICROFIB E2 BLCK,False,NINGBO CHINA-BASE LANDHAU FOREIGN,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1967139,CB0054TT99-2364,MUG TERMICO 350 ML D.S.,False,CMP ASIA LIMITED,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967140,CB0054TT99-2363,MUG TERMICO 350 ML DISENOS,False,"NINGBO HOZ TRADING CO.,LTD",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1966200,OI24JGPJ01K2,OI24 PIJ NINA ML+PL PTO JR K ITEM DOTS,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1966201,OI24KGPJ06B1,OI24 PIJAM NINA ML PTO + PL BRUSH ANIMAL,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1964664,O24MJPO20-B3,O24 POLERA MUJER MC PRINT E2 ORANGE,False,TEX-SCHOLAR CO. LTD.,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1967098,CB0193ST99-1006,PORTA VINO MADERA.,False,YANGJIANG R-WINTRUE INDUSTRIAL CO,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967100,CB1983ST99-1014,MARCADORES DE VINO,False,"NINGBO FUTURE HOUSEWARE CO.,LTD.",NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967104,CB0016CTT99-3017,CACEROLA 16CM HYDRA TT.,False,"ZHEJIANG PAK SHING COOKWARE CO.,LTD",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1965116,CC2023TT99-LH-0022,CUCHILLO PAN DAMASCUS ROSEWOOD LH,False,"YANGJIANG JOLLY HOUSEHOLD CO., LTD",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967423,CB2000E-P-OI24-BTSJ,PALLET BTS JOIE,False,MURRAY SALES INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964487,OI24WMSP04B1-SISA,OI24 PX3 CALCETIN MJ TOBILL PRNT SS BLAC,False,"SHANDONG BAIYI TEXTILES CO., LTD",VESTUARIO,Paula Molina,False,No completado - Nuevo
1964486,OI24WMSP04B3,OI24 PX3 CALCETIN MJ TOBILLERO PRNT FLOR,False,"SHANDONG BAIYI TEXTILES CO., LTD",VESTUARIO,Paula Molina,False,No completado - Nuevo
1967298,MB0778OI24-1054,TAZON BLANCO Y NEGRO,False,ELLEN-DESIGN HOUSEWARE CO. LTD.,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967296,MB0776OI24-002-2,TAZON BASICO FLORES D2,False,ELLEN-DESIGN HOUSEWARE CO. LTD.,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1964767,O24MJJE02-K2,O24 JEANS MUJER CARGO E3 MD INDIGO,False,PASTEL APPARELS LIMITED,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1964761,O24MJCH33-K2SISA,O24 SWEATER MUJER RAYADO E3 SISA LT BLUE,False,"QINGDAO GLORY FASHIONS CO.,LTD",VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1967114,CB0267TT99-8000,RALLADOR ACERO 4 LADOS PRM D.B.,False,CMP ASIA LIMITED,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967425,CB2000E-P-OI24-REGJ,PALLET REGALABLES JOIE,False,MURRAY SALES INC,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1964474,OI24WMPY08B2,OI24 PX2 MEDIA VLT MJ CERRA LISOGRAYBEIG,False,"SHANDONG BAIYI TEXTILES CO., LTD",VESTUARIO,Paula Molina,False,No completado - Nuevo
1967288,MB0704OI24-1699,BOL PORCELANA S DISENO,False,KINGLAND PRODUCTS LIMITED,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967066,OI24WMPY02B4,OI24 PANTY VELADA MUJER TT CHAMPAGNE,False,"YIWU JOYEAR KNITTING HOSIERY CO., L",VESTUARIO,Paula Molina,False,No completado - Nuevo
1967166,CB02130OI24-002-03,FRASCO CONSERVERO 0.5L TAPA DISENO.,False,QINGDAO KANGTAIDE INTERNATIONAL,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967293,MB0776OI24-007,MUG CB MENSAJES,False,ELLEN-DESIGN HOUSEWARE CO. LTD.,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967059,OI24WMPY01B2,OI24 MINIMEDIA MUJER TT GRAY,False,"YIWU JOYEAR KNITTING HOSIERY CO., L",VESTUARIO,Paula Molina,False,No completado - Nuevo
1967061,OI24WMPY01B4,OI24 MINIMEDIA MUJER TT CHAMPAGNE,False,"YIWU JOYEAR KNITTING HOSIERY CO., L",VESTUARIO,Paula Molina,False,No completado - Nuevo
1964787,O24MJPO35-B1,O24 POLERA MUJER V MC PRINT E2 ZEBRA,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1967158,CB0098ST99-8801,CONTENEDOR RECTANGULAR VIDRIO 1 L,False,"SHANDONG HEISHAN GLASS GROUP CO.,L",FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1964501,OI24WMDP02B3,OI24 PX3 CALCETIN DEP MJ TOBILLE BLACKFL,False,"ZHEJIANG NEWFINE INDUSTRY CO.,LTD",VESTUARIO,Paula Molina,False,No completado - Nuevo
1967326,MB0860OI24-1139,PLATO PICOTEO 13 DISENO LEMON,False,"FUZHOU FORTUNE HOMEWARE CO.,LTD",NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967314,MB0776OI24-035,TAZON CUTE,False,ELLEN-DESIGN HOUSEWARE CO. LTD.,NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1967078,I24KGPY04B2,OI24 PANTY NINA POLAR NAVY,False,"YIWU JOYEAR KNITTING HOSIERY CO., L",VESTUARIO,Paula Molina,False,No completado - Nuevo
1964735,O24MJPO40-B2,O24 POLERA MUJER MC LARGA OVERSZ IVORY,False,TEX-SCHOLAR CO. LTD.,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1964730,O24MJPO08-B4,O24 POLERA MUJER MC RIB E3 PINK OP WHITE,False,STITCH (BD) KNITWEAR,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1964733,O24MJPO18-B3,O24 POLERA MUJER CROP PRINT MC PINK,False,STITCH (BD) KNITWEAR,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1967082,OI24KGPY02B1,OI24 PX2 PANTY G POLYAM LSA+P HEART LURX,False,"YIWU JOYEAR KNITTING HOSIERY CO., L",VESTUARIO,Paula Molina,False,No completado - Nuevo
1967083,OI24KGPY02B2,OI24 PX2 PANTY G POLYAM LISA+PRINT DOTSL,False,"YIWU JOYEAR KNITTING HOSIERY CO., L",VESTUARIO,Paula Molina,False,No completado - Nuevo
1964723,O24MJPO06-B1,O24 POLERA MUJER MC CROP LISA BLACK,False,TEXICON BD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
