SKU unidad negocio,Codigo regional,Descripcion,EAN,Proveedor,Equipo,PM asociado,Trazabilidad levantamiento,Etapa
1859062,False,STEVIA ORGANICA WHOLESOME SOBRES 75G,12511946753,"GROVARA, LLC",FOOD IMPORTADOS,Magdalena Benavente,"FOOD IMPORTADOS/GROVARA, LLC",No completado - Nuevo
1859061,False,ERYTHRITOL PURO ORGANICO WHOLESOME 340G,12511347116,"GROVARA, LLC",FOOD IMPORTADOS,Magdalena Benavente,"FOOD IMPORTADOS/GROVARA, LLC",No completado - Nuevo
1844228,False,PAPRIKA MCCORMICK 60G,52100004488,MCCORMICK DE COLOMBIA SAS,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/MCCORMICK DE COLOMBIA SAS,No completado - Nuevo
1844240,False,SAZONADOR TASTY ZINGY MCCORMICK 51G,52100045351,MCCORMICK DE COLOMBIA SAS,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/MCCORMICK DE COLOMBIA SAS,No completado - Nuevo
1844238,False,SAZONADOR TASTY CHEESY MCCORMICK 51G,52100045375,MCCORMICK DE COLOMBIA SAS,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/MCCORMICK DE COLOMBIA SAS,No completado - Nuevo
1700727,False,CHOCOLATE YOGURETTE 125G,4008400421025,CITTI MARKTE GMBH & CO KG,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/CITTI MARKTE GMBH & CO KG,No completado - Nuevo
1592620,False,DISPLAY MAUXION SISA,4000415413903,LUDWIG SCHOKOLADE GMBH,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/LUDWIG SCHOKOLADE GMBH,No completado - Nuevo
1705226,False,*V18-LENTES DE BUCEO ANIMALES 3 A 6 AÑOS,2090001270067,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1757092,False,ALITAS NIÑOS CUTY TREK 6 A 12 AÑOS V19,2090001361413,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1757095,False,ALITAS TORTUGAS 3 A 6 AÑOS V19,2090001361376,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1757166,False,PISCINA REDONDA AZUL 3.05X76CM V19,2090001360676,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1757168,False,PISICNA ELEFANTE 1.52X1.52X74CM V19,2090001360645,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1866920,False,PDQ VERANO JUMBO V22,2090001439327,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,No completado - Nuevo
1871754,False,PDQ VERANO SISA V22,2090001436364,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONG KONG) INTERNATIONAL LIMITED,No completado - Nuevo
1886588,False,DISPLAY MAUXION,4000415497309,LUDWIG SCHOKOLADE GMBH,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/LUDWIG SCHOKOLADE GMBH,No completado - Nuevo
1838234,DP0031PV21-29,QUAD SKATES UNICORN TALLA 32,7800155015118,YONG XING SPORTS LIMITED,NON FOOD,Sebastián Soler,NON FOOD/YONG XING SPORTS LIMITED,No completado - Nuevo
1838235,DP0031PV21-30,QUAD SKATES UNICORN TALLA 34,7800155015125,YONG XING SPORTS LIMITED,NON FOOD,Sebastián Soler,NON FOOD/YONG XING SPORTS LIMITED,No completado - Nuevo
1843016,MB0592OI21-872-S,SET VASO JARRO TAPA METALES 3C OI21,39567628,ANHUI LIGHT INDUSTRIES INTERNATIONA,NON FOOD,Francesca Meriggio,"NON FOOD/ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD.",No completado - Nuevo
1871223,HOGARPALLET-SET1,PALLET HOGAR 1,39669926,"PARKROSE GROUP, S.L.",NON FOOD,Francesca Meriggio,"NON FOOD/PARKROSE GROUP, S.L.",No completado - Nuevo
1871224,HOGARPALLET-SET2,PALLET HOGAR 2,39669933,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Francesca Meriggio,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
678454999,False,CARPA 10P LLUVIA FAM MISTI 590x520x210,7800155070599,GLOBALMARKET ENTERPRISE S.A.,NON FOOD,Sebastián Soler,NON FOOD/GLOBALMARKET ENTERPRISE S.A.,No completado - Nuevo
678577999,False,LINTERNA FRONTAL RUCAPILLAN,7800155070926,GLOBALMARKET ENTERPRISE S.A.,NON FOOD,Sebastián Soler,NON FOOD/GLOBALMARKET ENTERPRISE S.A.,No completado - Nuevo
770250999,False,BOMBITAS DE AGUA CON INFLADOR 500UD,7800155072043,"NINGBO RAYIING IMP&EXP CO., LTD",NON FOOD,Sebastián Soler,"NON FOOD/NINGBO RAYIING IMP&EXP CO., LTD",No completado - Nuevo
1855072,False,BITES PIECES SALMON CUISINE 200G,7807910035756,MOWI CHILE S.A.,MMPP PERECIBLE Y NO PERECIBLE,Johanna Artigas,PESCADERÍA Y CONGELADOS/MOWI CHILE S.A.,No completado - Nuevo
1236379,ME0005PV20-02,BASE ACERO PARA HAMACA M,2082003935235,GUANGZHOU TOPMAX ENTERPRISE LTD,NON FOOD,Maria Ines Sandino,NON FOOD/GUANGZHOU TOPMAX ENTERPRISE LTD.,No completado - Nuevo
1278308,ME0075PV21-01,SET 3 MESAS AUXILIARES MOSAICOS,2082004207546,GUANGZHOU TOPMAX ENTERPRISE LTD,NON FOOD,Maria Ines Sandino,NON FOOD/GUANGZHOU TOPMAX ENTERPRISE LTD.,No completado - Nuevo
1282612,IB7103TT99-370,REFLECTOR LED FLAT NEGRO 70W FRIO SMD,7800155015323,"NINGBO EVERLUX OPTOELECTRONICS TECHNOLOGY CO.,LTD",NON FOOD,Maria Ines Sandino,"NON FOOD/NINGBO EVERLUX OPTOELECTRONICS TECHNOLOGY CO.,LTD",No completado - Nuevo
1294119,IB6706TT20-702,LUZ NOCHE LICEN C/SEN APAG AUT 4 DIS T21,7800155042954,JA LATINAMERICA SINGAPORE PTE.LTD.,NON FOOD,Maria Ines Sandino,NON FOOD/JA LATINAMERICA SINGAPORE PTE.LTD.,No completado - Nuevo
1305610,IB7102TT99-200,REFLECTOR COLOR TRANSPORTABLE 30W SMD FRIO,7800155075549,"NINGBO EVERLUX OPTOELECTRONICS TECHNOLOGY CO.,LTD",NON FOOD,Maria Ines Sandino,"NON FOOD/NINGBO EVERLUX OPTOELECTRONICS TECHNOLOGY CO.,LTD",No completado - Nuevo
1260595,OB0016ST99E-002,PDQ ESCALERA PISOS COLOR SB,2082004106252,CHINA LIGHT (GUANG ZHOU) HOMETREND,NON FOOD,María Paz Ugarte,NON FOOD/CHINA LIGHT (GUANG ZHOU) HOMETREND,No completado - Nuevo
1260577,OB2354ST99E-003-03,BASURERO PLASTICO TAPA C-SEGURO 72LT,2082004106078,DEMKA PLASTIK ZUCCACIYE TICLTDSTI,NON FOOD,María Paz Ugarte,NON FOOD/DEMKA PLASTIK ZUC.TIC.LTD.STI,No completado - Nuevo
1276944,DB0019PV21E-01-RG,RG PORTA TLIGHT METAL,2082004204712,"NINGBO CNACC IMPORT&EXPORT CO.,LTD.",NON FOOD,Bárbara Lazarovich,"NON FOOD/NINGBO CNACC IMPORT&EXPORT CO.,LTD.",No completado - Nuevo
1276945,DB0097PV21E-02-RG,RG BANDEJA ESPEJO METAL,2082004204729,"NINGBO CNACC IMPORT&EXPORT CO.,LTD.",NON FOOD,Bárbara Lazarovich,"NON FOOD/NINGBO CNACC IMPORT&EXPORT CO.,LTD.",No completado - Nuevo
1276982,DC0097PV21E-AF-01,SUJETA LIBROS DECORATIVOS AFRICA,2082004205290,"NINGBO CNACC IMPORT&EXPORT CO.,LTD.",NON FOOD,Bárbara Lazarovich,"NON FOOD/NINGBO CNACC IMPORT&EXPORT CO.,LTD.",No completado - Nuevo
1243773,EASY496,PACK BERRIES 2C NATURAL NAV20,2082003985322,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Jacinta Vicuña,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
1279492,ENV20E985,ACCESORIO PELO RENO LUZ NAV20,2082004226004,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Jacinta Vicuña,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
1280343,ENV20E292,ARBOL BLANCO LUCES NAV20,2082004226813,"NINGBO GENERAL UNION CO.,LTD.",NON FOOD,Jacinta Vicuña,"NON FOOD/NINGBO GENERAL UNION CO.,LTD.",No completado - Nuevo
1280546,ENV20E1394,ARBOL PORTA CARTAS NATURAL NAV20,2082004228626,MINQING BIG FORTUNE ARTS AND CRAFTS,NON FOOD,Jacinta Vicuña,NON FOOD/MINQING BIG FORTUNE ARTS AND CRAFTS,No completado - Nuevo
1280662,ENV20E1170,TUBO DECO TRADICIONAL NAV20,2082004229616,"GUANGDONG EAGLE GIFTS CO., LTD",NON FOOD,Jacinta Vicuña,"NON FOOD/GUANGDONG EAGLE GIFTS CO., LTD",No completado - Nuevo
1180653,REQUOTE34,SANTA STOP HERE POLE 150CM,2082003575097,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Jacinta Vicuña,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
1189443,0B0841OI18E-1,BASURERO PLAST TAPA VAIVEN 16LT BCO,2082003632554,DEMKA PLASTIK ZUCCACIYE TICLTDSTI,NON FOOD,María Paz Ugarte,NON FOOD/DEMKA PLASTIK ZUC.TIC.LTD.STI,No completado - Nuevo
926206,EO9100,HORNO ELECTRICO 91 LT,7800155078274,"ZHONGSHAN CHANGSHI HARDWARE AND ELECTRICAL APPLIANCE CO., LTD",NON FOOD,Francisco Cordova,"NON FOOD/ZHONGSHAN CHANGSHI HARDWARE AND ELECTRICAL APPLIANCE CO., LTD",No completado - Nuevo
1307995,EO9100,HORNO ELECTRICO 91 LT,7800155078274,"ZHONGSHAN CHANGSHI HARDWARE AND ELECTRICAL APPLIANCE CO., LTD",NON FOOD,Francisco Cordova,"NON FOOD/ZHONGSHAN CHANGSHI HARDWARE AND ELECTRICAL APPLIANCE CO., LTD",No completado - Nuevo
769776,CDM8001B,"CAFETERA 1,25 lt CDM8001B",2090000788372,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
61340177001,CDM8001B,"CAFETERA 1,25 lt CDM8001B",2090000788372,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
244737999,CDM8001B,"CAFETERA 1,25 lt CDM8001B",2024473799931,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
926211,CDM7800,"CAFETERA 1,25 LT CDM7800",7800155078076,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
441452999,CF-650,"CAFETERA 0,6 lt",7800155047508,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
809181999,CF002OI20,CAFETERA INDIVIDUAL,2080918199995,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
61340177003,CF002OI20AR,CAFETERA PARA REGALO ARGENTINA,7800155050263,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
SBL300I202,SBL300I202,LIC SPORT BLENDER 300W INOX 2BOT NEX,7800155600895,PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,NON FOOD,Francisco Cordova,NON FOOD/PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,No completado - Nuevo
BGJ1510,BGJ1510,LIC 10v JAR:VIDRIO/PLASTICO (400)BGJ1510,39425379,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
BG450020,BG450020,LIC 10v JAR:VIDRIO/PLASTICO(400)BG450020,7800155078021,PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,NON FOOD,Francisco Cordova,NON FOOD/PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,No completado - Nuevo
BGJ3200R,BGJ3200R,LIC 3v JAR: VIDRIO/METAL(500W) BGJ3200R,39313973,PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,NON FOOD,Francisco Cordova,NON FOOD/PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,No completado - Nuevo
BGJ3200,BGJ3200,LIC 5v JAR:  VIDRIO/METAL(500W) BGJ3200,2090001078342,PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,NON FOOD,Francisco Cordova,NON FOOD/PERFECT NEIGHBOUR ELECTRICAL APPLIANCE COMPANY LIMITED,No completado - Nuevo
MGR001OI20,MGR001OI20,MOLEDORA DE CARNE MGR001,39425171,GUANGDONG XINBAO ELECTRICAL,NON FOOD,Francisco Cordova,"NON FOOD/GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS CO.,LTD",No completado - Nuevo
486058999,SMM1300,MOPA A VAPOR 1300W NEX,7800155050256,CUORI  ELECTRICAL APPLIANCES  GROUP,NON FOOD,Constanza Iglesias,NON FOOD/CUORI ELECTRICAL APPLIANCES GROUP CO LTD,No completado - Nuevo
753791,LED32G5PSMR,"LED 32"" SMART NETFLIX INSTALLED",39207104,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
569938999,LED32G5PSMR,"LED 32"" SMART NETFLIX INSTALLED",False,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
900604,LED42G6FSMR,TV LED 42 SMART NETFLIX INST,39604439,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
519524999,LED42G6FSMR,TV LED 42 SMART NETFLIX INST,7800155053165,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
902131,LED50G7NSMR,TV LED 50 SMART NETFLIX INST FRAMELESS,39603524,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
519539999,LED50G7NSMR,TV LED 50 SMART NETFLIX INST FRAMELESS,7800155053172,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
901856999,LED58G7NSMR,"TELEVISOR LED 58"" SMART  FRAMELESS",7800155900254,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
901863999,LED65G7NSMR,"TELEVISOR LED 65"" SMART  FRAMELESS",7800155900261,CHANGHONG HONG KONG TRADING LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHANGHONG HONG KONG TRADING LIMITED,No completado - Nuevo
1856140,PP020OI20,PR PARLANTE BT RECHTECK NEX,7800155049236,CHINA ETECH GROUPS LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/CHINA ETECH GROUPS LIMITED,No completado - Nuevo
769017,ACP001OI20,REQ KIT LIMPIEZA  NEX,39425324,GENIUS IMPORT AND EXPORT LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/GUANGZHOU GENIUS IMPORT AND EXPORT CO LTD.,No completado - Nuevo
ACP001OI20,ACP001OI20,REQ KIT LIMPIEZA  NEX,False,GENIUS IMPORT AND EXPORT LIMITED,NON FOOD,Constanza Iglesias,NON FOOD/GUANGZHOU GENIUS IMPORT AND EXPORT CO LTD.,No completado - Nuevo
1277557,RYAINTDAT036,MINI REFRIGERADOR AUTO 32LTS,7800155000626,"ZHEJIANG ZEC IMPORT & EXPORT CO.,LT",NON FOOD,Matías Herrera,"NON FOOD/ZHEJIANG ZEC IMPORT & EXPORT CO.,LT",No completado - Nuevo
1872662,SNV22306-1,LATA REDONDA S NAV21,39677198,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Jacinta Vicuña,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
1872663,SNV22306-2,LATA REDONDA M NAV21,39677181,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Jacinta Vicuña,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
1872664,SNV22306-3,LATA REDONDA L NAV21,39677228,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Jacinta Vicuña,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
1862524,DB0104PV22-05,GUIRNALDA SOLAR D5,39662774,BINBIN ARTS AND CRAFTS COMPANY LIMI,NON FOOD,Bárbara Lazarovich,NON FOOD/BINBIN ARTS AND CRAFTS COMPANY LIMI,No completado - Nuevo
1839022,UH01099,ARAÑAS SETX2 HAL PV21,39519900,UNCLE BILLS ASIA PACIFIC PTY LTD,NON FOOD,Jacinta Vicuña,NON FOOD/UNCLE BILLS ASIA PACIFIC PTY LTD,No completado - Nuevo
1840117,HF19AT048,PIE HALLOWEEN PV21,39522412,YIWU ROLEPARTY CULTURE AND CREATIVE,NON FOOD,Jacinta Vicuña,NON FOOD/YIWU ROLEPARTY CULTURE AND CREATIVE CO.LTD,No completado - Nuevo
586322,False,ATE GUAYABA COSTEÑA 700GR,7501017003143,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
267122,False,MANGO EN REBANADAS COSTEÑA 480GRS,7501017003341,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023966,False,MOLE ROJO DOÑA CHONITA COSTEÑA 350G,76397007656,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023967,False,CALDILLO TOMATE VERDOÑA CHONITAš 350G,76397007502,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1059573,False,SALSA HABANERA ROJA COSTEÑA 145 ML,7501017006410,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586320,False,SALSA TAQUERA COSTEÑA BOTELLA 250GR,7501017005949,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023975,False,RODAJAS SERRANO E/ESCABECHE COSTEÑA 121G,7501017005864,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023973,False,TROZOS CHIPOTLES ADOBADOS COSTEÑA 121G,7501017005895,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023971,False,SALSA ARRIERA COSTEÑA BOTELLA 250 GR,7501017005956,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586316,False,SALSA PICANTE COSTEÑA 140 ML,7501017006038,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586318,False,SALSA VERDE COSTEÑA BOTELLA 250GR,7501017005925,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
918067,False,CHILES JALAPEÑOS PICAD CHAR COSTEÑA 121G,7501017005765,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586317,False,SALSA MEX/CASERA COSTEÑA BOTELLA 250 GR,7501017005918,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023974,False,JALAPEÑOS ENTEROS LA COSTEÑA 220G,7501017004003,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1143574,False,NOPALES LA COSTEÑA 440G,76397010106,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
531860,False,CHILES SERRANOS COSTEÑA 121GRS,7501017005017,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1530590,False,MAYO ENSAL C/CHILE JALAPEÑO COSTEÑA 420G,7501017041558,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586312,False,FRIJOLES REFRITOS BAYOS COSTEÑA 400GR,7501017004386,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
918062,False,SALSA DIP MEDIUM COSTEÑA 453G,76397030227,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
918065,False,SALSA CHIPOTLE COSTEÑA 145G,7501017006045,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586308,False,NACHOS COSTEÑA 121GR,7501017005062,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586315,False,FRIJOLES NEGROS ENTEROS COSTEÑA 205GR,7501017004409,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1059572,False,SALSA HABANERA VERDE COSTEÑA 145ML,7501017006403,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586314,False,FRIJOLES BAYOS ENTEROS COSTEÑA 205GR,7501017004416,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586313,False,FRIJOLES REFRITOS NEGROS COSTEÑA 400GR,7501017004379,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586311,False,CHILE CHIPOTLES COSTEÑA 121GR,7501017005031,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
918063,False,SALSA DIP MILD COSTEÑA 453G,76397030210,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
918061,False,SALSA DIP HOT COSTEÑA 453G,76397030234,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1530589,False,MAYO C/J LIM-CHIPOT COSTEÑA FRASCO 390G,7501017041541,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1143572,False,MOLE VERDE DOÑA CHONITA 350G,76397007700,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
586319,False,SALSA RANCHERA COSTEÑA BOTELLA 250GR,7501017005932,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023963,False,SALSA CHILE CHIPOTLE DOÑA CHONITA 350G,76397007809,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023964,False,CALDILLO JITOMOTE DOÑA CHONITA 350G,76397007557,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1143573,False,PIPIAN DOÑA CHONITA 350G,76397007755,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023965,False,SALSA CHILE GUAJILLO DOÑA CHONITAš 350G,76397007854,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
1023962,False,SALSA CHILE PASILLA DOÑA CHONITA 350G,76397007908,ACONCAGUA FOODS S.A.,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ACONCAGUA FOODS S.A.,No completado - Nuevo
